tourney_name,surface,tourney_level,winner_id,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_hand,loser_ht,loser_ioc,loser_age,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
Bastad,Clay,A,100644,R,198.0,GER,26.2,144684,L,178.0,SVK,25.6,3,R32,145.0,5.0,5.0,90.0,66.0,50.0,8.0,15.0,3.0,6.0,3.0,3.0,113.0,77.0,49.0,18.0,16.0,11.0,15.0
Bastad,Clay,A,106329,L,183.0,BRA,29.1,123755,R,191.0,COL,27.0,3,R32,182.0,9.0,2.0,101.0,66.0,49.0,18.0,16.0,4.0,6.0,10.0,2.0,107.0,64.0,48.0,20.0,16.0,6.0,9.0
Bastad,Clay,A,200303,R,191.0,RUS,24.6,106065,R,185.0,ITA,30.7,3,R32,59.0,1.0,3.0,42.0,34.0,25.0,3.0,7.0,1.0,2.0,0.0,2.0,48.0,23.0,8.0,10.0,8.0,3.0,9.0
Newport,Grass,A,105173,L,183.0,FRA,35.0,210506,U,186.5462915601023,USA,18.8,3,F,82.0,3.0,3.0,49.0,31.0,25.0,11.0,9.0,0.0,1.0,2.0,3.0,54.0,34.0,21.0,8.0,9.0,2.0,6.0
Newport,Grass,A,210506,U,187.36942675159236,USA,18.8,104545,R,206.0,USA,38.2,3,SF,101.0,5.0,0.0,70.0,55.0,43.0,10.0,11.0,3.0,3.0,20.0,1.0,75.0,50.0,41.0,11.0,11.0,1.0,2.0
Newport,Grass,A,105173,L,183.0,FRA,35.0,200005,L,188.0,FRA,25.0,3,SF,106.0,4.0,3.0,54.0,34.0,27.0,10.0,9.0,3.0,4.0,6.0,4.0,79.0,44.0,28.0,15.0,10.0,10.0,14.0
Newport,Grass,A,104545,R,206.0,USA,38.2,126205,R,185.0,USA,26.1,3,QF,161.0,20.0,3.0,114.0,73.0,48.0,25.0,16.0,6.0,8.0,13.0,7.0,99.0,63.0,49.0,16.0,15.0,5.0,7.0
Newport,Grass,A,210506,U,187.36942675159236,USA,18.8,111456,R,178.0,USA,28.2,3,QF,71.0,3.0,0.0,49.0,38.0,31.0,4.0,9.0,2.0,3.0,2.0,2.0,56.0,35.0,17.0,11.0,9.0,8.0,12.0
Newport,Grass,A,200005,L,188.0,FRA,25.0,104731,R,203.0,RSA,37.1,3,QF,94.0,5.0,2.0,66.0,39.0,26.0,15.0,9.0,5.0,6.0,7.0,3.0,65.0,42.0,28.0,6.0,9.0,6.0,10.0
Newport,Grass,A,105173,L,183.0,FRA,35.0,111442,R,183.0,AUS,29.2,3,QF,164.0,0.0,3.0,83.0,55.0,39.0,13.0,13.0,2.0,4.0,7.0,1.0,105.0,57.0,37.0,16.0,13.0,6.0,13.0
Newport,Grass,A,126205,R,185.0,USA,26.1,210319,U,186.5462915601023,USA,19.3,3,R16,93.0,6.0,2.0,59.0,27.0,23.0,13.0,9.0,2.0,4.0,3.0,3.0,65.0,40.0,23.0,9.0,9.0,6.0,11.0
Newport,Grass,A,104545,R,206.0,USA,38.2,144895,L,178.0,FRA,24.2,3,R16,85.0,7.0,3.0,51.0,37.0,33.0,8.0,10.0,1.0,1.0,2.0,3.0,56.0,35.0,24.0,11.0,9.0,5.0,7.0
Newport,Grass,A,111456,R,178.0,USA,28.2,111454,R,180.0,AUS,27.1,3,R16,101.0,4.0,5.0,83.0,55.0,37.0,13.0,11.0,2.0,5.0,2.0,3.0,61.0,29.0,19.0,15.0,11.0,0.0,4.0
Newport,Grass,A,210506,U,187.36942675159236,USA,18.8,105902,R,183.0,AUS,31.4,3,R16,115.0,5.0,3.0,82.0,47.0,32.0,21.0,12.0,4.0,6.0,3.0,4.0,82.0,45.0,27.0,16.0,13.0,8.0,14.0
Newport,Grass,A,104731,R,203.0,RSA,37.1,133835,L,186.5462915601023,NED,27.3,3,R16,105.0,11.0,3.0,85.0,58.0,46.0,15.0,11.0,7.0,7.0,3.0,6.0,75.0,45.0,35.0,15.0,10.0,6.0,7.0
Newport,Grass,A,200005,L,188.0,FRA,25.0,105449,R,188.0,USA,33.5,3,R16,87.0,5.0,4.0,66.0,38.0,27.0,17.0,10.0,3.0,4.0,8.0,4.0,57.0,38.0,26.0,10.0,10.0,4.0,7.0
Newport,Grass,A,111442,R,183.0,AUS,29.2,106281,L,183.0,GBR,29.5,3,R16,73.0,7.0,1.0,35.0,18.0,17.0,15.0,8.0,0.0,0.0,2.0,4.0,55.0,28.0,18.0,10.0,8.0,2.0,6.0
Newport,Grass,A,105173,L,183.0,FRA,35.0,208014,U,186.5462915601023,AUS,22.3,3,R16,106.0,2.0,2.0,70.0,43.0,33.0,11.0,9.0,5.0,7.0,3.0,2.0,57.0,26.0,17.0,13.0,10.0,5.0,10.0
Newport,Grass,A,210319,U,187.36942675159236,USA,19.3,124154,R,185.0,IND,26.5,3,R32,59.0,5.0,1.0,47.0,30.0,25.0,9.0,8.0,3.0,3.0,1.0,0.0,44.0,25.0,13.0,9.0,8.0,1.0,5.0
Newport,Grass,A,104545,R,206.0,USA,38.2,106109,L,183.0,AUS,30.5,3,R32,108.0,20.0,4.0,81.0,56.0,42.0,13.0,14.0,1.0,3.0,7.0,5.0,71.0,42.0,34.0,16.0,13.0,3.0,5.0
Newport,Grass,A,144895,L,178.0,FRA,24.2,208118,U,186.5462915601023,USA,21.5,3,R32,105.0,3.0,5.0,62.0,30.0,24.0,17.0,9.0,1.0,2.0,2.0,4.0,81.0,53.0,28.0,13.0,9.0,10.0,14.0
Newport,Grass,A,111454,R,180.0,AUS,27.1,126846,R,188.0,AUS,27.2,3,R32,97.0,4.0,2.0,70.0,44.0,34.0,16.0,11.0,1.0,2.0,7.0,0.0,75.0,44.0,31.0,15.0,10.0,5.0,7.0
Newport,Grass,A,105902,R,183.0,AUS,31.4,106005,R,180.0,FRA,31.1,3,R32,151.0,14.0,7.0,105.0,60.0,45.0,18.0,17.0,4.0,9.0,4.0,10.0,113.0,70.0,43.0,17.0,17.0,8.0,14.0
Newport,Grass,A,210506,U,187.36942675159236,USA,18.8,202195,R,198.0,USA,26.1,3,R32,168.0,8.0,2.0,110.0,65.0,47.0,30.0,17.0,5.0,5.0,23.0,13.0,116.0,63.0,51.0,25.0,17.0,7.0,9.0
Newport,Grass,A,133835,L,187.36942675159236,NED,27.3,126845,R,185.0,AUS,25.2,3,R32,76.0,4.0,2.0,64.0,46.0,33.0,12.0,9.0,6.0,6.0,1.0,0.0,53.0,38.0,20.0,8.0,8.0,9.0,12.0
Newport,Grass,A,104731,R,203.0,RSA,37.1,209113,R,186.5462915601023,CAN,21.8,3,R32,89.0,11.0,3.0,39.0,24.0,22.0,8.0,8.0,0.0,1.0,4.0,5.0,73.0,38.0,26.0,11.0,9.0,5.0,10.0
Newport,Grass,A,105449,R,188.0,USA,33.5,126283,U,186.5462915601023,KOR,25.3,3,R32,60.0,6.0,1.0,47.0,32.0,26.0,10.0,9.0,0.0,0.0,4.0,1.0,52.0,35.0,21.0,9.0,8.0,2.0,5.0
Newport,Grass,A,111442,R,183.0,AUS,29.2,206499,U,186.5462915601023,USA,24.8,3,R32,66.0,3.0,1.0,37.0,22.0,17.0,9.0,7.0,1.0,2.0,2.0,4.0,50.0,31.0,12.0,6.0,6.0,4.0,10.0
Newport,Grass,A,106281,L,183.0,GBR,29.5,208278,R,186.5462915601023,JPN,20.1,3,R32,78.0,4.0,3.0,59.0,36.0,28.0,14.0,10.0,1.0,2.0,5.0,3.0,56.0,40.0,23.0,5.0,9.0,1.0,5.0
Newport,Grass,A,208014,U,187.36942675159236,AUS,22.3,209406,L,186.5462915601023,JOR,19.6,3,R32,88.0,3.0,4.0,54.0,30.0,25.0,14.0,9.0,1.0,1.0,1.0,4.0,65.0,37.0,25.0,14.0,10.0,4.0,7.0
Atlanta,Hard,A,126203,R,193.0,USA,25.7,126846,R,188.0,AUS,27.2,3,F,136.0,16.0,2.0,91.0,56.0,47.0,26.0,17.0,0.0,0.0,14.0,3.0,109.0,64.0,52.0,21.0,17.0,7.0,9.0
Atlanta,Hard,A,126203,R,193.0,USA,25.7,200670,R,183.0,USA,24.5,3,SF,81.0,13.0,2.0,64.0,43.0,36.0,12.0,11.0,2.0,2.0,5.0,3.0,58.0,34.0,25.0,12.0,10.0,3.0,5.0
Atlanta,Hard,A,126846,R,188.0,AUS,27.2,200005,L,188.0,FRA,25.0,3,SF,132.0,17.0,2.0,93.0,63.0,48.0,18.0,16.0,1.0,3.0,11.0,2.0,88.0,64.0,47.0,17.0,17.0,1.0,3.0
Atlanta,Hard,A,126203,R,193.0,USA,25.7,105453,R,178.0,JPN,33.5,3,QF,73.0,7.0,0.0,46.0,29.0,25.0,13.0,9.0,1.0,1.0,1.0,1.0,58.0,38.0,26.0,9.0,9.0,1.0,4.0
Atlanta,Hard,A,200670,R,183.0,USA,24.5,136440,L,180.0,GER,29.2,3,QF,72.0,9.0,0.0,46.0,31.0,24.0,9.0,9.0,0.0,1.0,6.0,2.0,45.0,29.0,19.0,4.0,8.0,2.0,6.0
Atlanta,Hard,A,126846,R,188.0,AUS,27.2,111153,R,201.0,USA,27.2,3,QF,75.0,9.0,3.0,58.0,36.0,27.0,13.0,10.0,1.0,2.0,10.0,2.0,62.0,40.0,25.0,14.0,10.0,4.0,7.0
Atlanta,Hard,A,200005,L,188.0,FRA,25.0,200282,R,183.0,AUS,24.4,3,QF,118.0,7.0,0.0,71.0,40.0,30.0,21.0,11.0,5.0,6.0,3.0,4.0,74.0,44.0,31.0,15.0,10.0,8.0,10.0
Atlanta,Hard,A,126203,R,193.0,USA,25.7,200059,R,183.0,CHN,23.7,3,R16,90.0,10.0,0.0,72.0,47.0,38.0,14.0,11.0,3.0,4.0,6.0,5.0,79.0,48.0,34.0,14.0,11.0,5.0,7.0
Atlanta,Hard,A,105453,R,178.0,JPN,33.5,209992,L,186.5462915601023,CHN,18.4,3,R16,96.0,4.0,0.0,61.0,40.0,31.0,13.0,11.0,1.0,3.0,5.0,2.0,63.0,42.0,25.0,13.0,11.0,3.0,6.0
Atlanta,Hard,A,136440,L,180.0,GER,29.2,105554,R,175.0,GBR,33.1,3,R16,150.0,10.0,2.0,94.0,67.0,48.0,13.0,15.0,10.0,14.0,6.0,4.0,102.0,66.0,49.0,15.0,15.0,2.0,5.0
Atlanta,Hard,A,200670,R,183.0,USA,24.5,202195,R,198.0,USA,26.2,3,R16,95.0,6.0,0.0,69.0,46.0,36.0,16.0,11.0,0.0,0.0,16.0,4.0,58.0,37.0,31.0,14.0,10.0,3.0,4.0
Atlanta,Hard,A,111153,R,201.0,USA,27.2,206909,R,185.0,USA,21.9,3,R16,141.0,21.0,4.0,112.0,81.0,63.0,16.0,17.0,7.0,7.0,12.0,0.0,91.0,65.0,53.0,13.0,17.0,0.0,2.0
Atlanta,Hard,A,126846,R,188.0,AUS,27.2,106415,L,170.0,JPN,27.8,3,R16,150.0,26.0,4.0,107.0,63.0,48.0,23.0,17.0,1.0,3.0,5.0,0.0,106.0,68.0,47.0,24.0,17.0,6.0,8.0
Atlanta,Hard,A,200005,L,188.0,FRA,25.0,144750,R,193.0,RSA,26.4,3,R16,94.0,4.0,2.0,63.0,40.0,35.0,15.0,11.0,0.0,0.0,14.0,6.0,66.0,43.0,37.0,11.0,11.0,2.0,3.0
Atlanta,Hard,A,200282,R,183.0,AUS,24.4,106423,R,196.0,AUS,27.2,3,R16,94.0,3.0,1.0,59.0,28.0,21.0,21.0,10.0,1.0,2.0,1.0,4.0,55.0,30.0,22.0,11.0,9.0,4.0,7.0
Atlanta,Hard,A,200059,R,183.0,CHN,23.7,144895,L,178.0,FRA,24.2,3,R32,88.0,4.0,1.0,57.0,40.0,34.0,8.0,10.0,1.0,1.0,0.0,0.0,64.0,47.0,29.0,9.0,9.0,9.0,11.0
Atlanta,Hard,A,105453,R,178.0,JPN,33.5,111442,R,183.0,AUS,29.2,3,R32,145.0,0.0,3.0,91.0,65.0,49.0,14.0,12.0,4.0,4.0,9.0,2.0,89.0,52.0,42.0,18.0,12.0,6.0,6.0
Atlanta,Hard,A,209992,L,187.36942675159236,CHN,18.4,210097,L,186.5462915601023,USA,20.7,3,R32,88.0,5.0,3.0,56.0,36.0,30.0,12.0,10.0,3.0,3.0,12.0,3.0,75.0,45.0,31.0,14.0,10.0,3.0,5.0
Atlanta,Hard,A,136440,L,180.0,GER,29.2,104545,R,206.0,USA,38.2,3,R32,140.0,4.0,1.0,99.0,63.0,53.0,24.0,16.0,6.0,7.0,21.0,2.0,98.0,71.0,54.0,21.0,17.0,1.0,1.0
Atlanta,Hard,A,202195,R,198.0,USA,26.2,210506,U,186.5462915601023,USA,18.9,3,R32,76.0,7.0,5.0,44.0,27.0,25.0,11.0,9.0,0.0,0.0,2.0,1.0,68.0,48.0,32.0,7.0,9.0,4.0,7.0
Atlanta,Hard,A,200670,R,183.0,USA,24.5,105359,R,178.0,TPE,34.1,3,R32,73.0,7.0,3.0,54.0,26.0,21.0,17.0,8.0,1.0,1.0,2.0,1.0,57.0,32.0,17.0,10.0,7.0,3.0,7.0
Atlanta,Hard,A,111153,R,201.0,USA,27.2,211346,U,186.5462915601023,USA,22.0,3,R32,67.0,5.0,1.0,43.0,29.0,26.0,11.0,9.0,3.0,3.0,3.0,1.0,64.0,44.0,28.0,9.0,9.0,7.0,10.0
Atlanta,Hard,A,206909,R,185.0,USA,21.9,126845,R,185.0,AUS,25.3,3,R32,121.0,8.0,1.0,68.0,39.0,30.0,19.0,11.0,1.0,2.0,7.0,0.0,87.0,56.0,37.0,17.0,10.0,12.0,14.0
Atlanta,Hard,A,126846,R,188.0,AUS,27.2,210319,U,186.5462915601023,USA,19.3,3,R32,86.0,8.0,0.0,68.0,44.0,33.0,14.0,10.0,4.0,4.0,7.0,2.0,59.0,36.0,29.0,12.0,11.0,2.0,4.0
Atlanta,Hard,A,200005,L,188.0,FRA,25.0,106005,R,180.0,FRA,31.1,3,R32,154.0,10.0,6.0,99.0,52.0,38.0,19.0,17.0,3.0,9.0,3.0,3.0,92.0,61.0,38.0,14.0,17.0,4.0,11.0
Atlanta,Hard,A,144750,R,193.0,RSA,26.4,105902,R,183.0,AUS,31.5,3,R32,118.0,18.0,5.0,87.0,51.0,42.0,17.0,13.0,3.0,4.0,6.0,1.0,81.0,51.0,35.0,18.0,13.0,7.0,10.0
Atlanta,Hard,A,106423,R,196.0,AUS,27.2,104792,R,193.0,FRA,36.8,3,R32,123.0,8.0,1.0,83.0,63.0,48.0,10.0,14.0,2.0,4.0,10.0,2.0,86.0,47.0,34.0,26.0,14.0,1.0,2.0
Hamburg,Clay,A,100644,R,198.0,GER,26.2,111513,R,188.0,SRB,28.1,3,F,110.0,3.0,2.0,68.0,44.0,34.0,13.0,11.0,4.0,5.0,3.0,1.0,61.0,32.0,21.0,16.0,10.0,1.0,4.0
Hamburg,Clay,A,100644,R,198.0,GER,26.2,209950,R,185.0,FRA,19.1,3,SF,91.0,7.0,2.0,66.0,51.0,37.0,7.0,9.0,3.0,3.0,4.0,1.0,56.0,37.0,23.0,10.0,9.0,1.0,4.0
Hamburg,Clay,A,111513,R,188.0,SRB,28.1,111190,R,193.0,CHN,26.7,3,SF,60.0,6.0,1.0,42.0,28.0,27.0,10.0,9.0,0.0,0.0,4.0,0.0,43.0,32.0,21.0,5.0,8.0,6.0,9.0
Hamburg,Clay,A,209950,R,185.0,FRA,19.1,134770,R,183.0,NOR,24.5,3,QF,77.0,4.0,3.0,48.0,33.0,28.0,7.0,8.0,1.0,1.0,2.0,0.0,56.0,38.0,19.0,9.0,8.0,5.0,9.0
Hamburg,Clay,A,100644,R,198.0,GER,26.2,209414,R,186.5462915601023,FRA,19.2,3,QF,89.0,8.0,1.0,48.0,35.0,28.0,10.0,10.0,0.0,1.0,0.0,1.0,65.0,34.0,24.0,12.0,9.0,5.0,8.0
Hamburg,Clay,A,111513,R,188.0,SRB,28.1,207518,R,185.0,ITA,21.3,3,QF,88.0,6.0,0.0,58.0,41.0,31.0,12.0,11.0,0.0,1.0,2.0,2.0,63.0,42.0,32.0,6.0,10.0,4.0,7.0
Hamburg,Clay,A,111190,R,193.0,CHN,26.7,127157,R,191.0,GER,24.8,3,QF,83.0,2.0,2.0,62.0,45.0,34.0,11.0,10.0,2.0,2.0,7.0,0.0,53.0,34.0,24.0,11.0,10.0,3.0,5.0
Hamburg,Clay,A,134770,R,183.0,NOR,24.5,106426,R,185.0,CHI,27.1,3,R16,100.0,4.0,1.0,76.0,50.0,33.0,13.0,12.0,8.0,11.0,0.0,2.0,60.0,39.0,25.0,10.0,11.0,1.0,5.0
Hamburg,Clay,A,209950,R,185.0,FRA,19.1,105583,R,180.0,SRB,33.0,3,R16,100.0,3.0,6.0,76.0,49.0,32.0,13.0,12.0,3.0,6.0,0.0,1.0,72.0,48.0,25.0,13.0,12.0,6.0,11.0
Hamburg,Clay,A,100644,R,198.0,GER,26.2,109739,L,191.0,GER,28.1,3,R16,77.0,2.0,2.0,52.0,39.0,35.0,4.0,10.0,2.0,3.0,1.0,1.0,55.0,40.0,27.0,6.0,11.0,2.0,6.0
Hamburg,Clay,A,209414,R,187.36942675159236,FRA,19.2,200221,R,183.0,ESP,24.1,3,R16,192.0,6.0,2.0,116.0,63.0,45.0,28.0,15.0,8.0,10.0,5.0,1.0,121.0,74.0,53.0,20.0,16.0,11.0,13.0
Hamburg,Clay,A,111513,R,188.0,SRB,28.1,105550,L,185.0,ARG,33.1,3,R16,121.0,8.0,3.0,83.0,50.0,38.0,18.0,13.0,2.0,3.0,0.0,4.0,86.0,54.0,34.0,17.0,13.0,9.0,12.0
Hamburg,Clay,A,207518,R,185.0,ITA,21.3,106075,R,183.0,SVK,30.7,3,R16,125.0,2.0,0.0,72.0,43.0,30.0,19.0,13.0,3.0,5.0,0.0,4.0,93.0,58.0,32.0,21.0,14.0,6.0,10.0
Hamburg,Clay,A,111190,R,193.0,CHN,26.7,105870,R,193.0,GER,31.6,3,R16,128.0,2.0,1.0,93.0,59.0,39.0,19.0,14.0,4.0,7.0,2.0,3.0,74.0,48.0,27.0,13.0,13.0,2.0,7.0
Hamburg,Clay,A,127157,R,191.0,GER,24.8,126094,R,188.0,RUS,25.7,3,R16,74.0,7.0,2.0,49.0,27.0,23.0,12.0,8.0,2.0,2.0,4.0,1.0,51.0,34.0,17.0,10.0,8.0,3.0,7.0
Hamburg,Clay,A,134770,R,183.0,NOR,24.5,202104,R,170.0,ARG,22.5,3,R32,116.0,2.0,3.0,70.0,49.0,29.0,13.0,13.0,1.0,5.0,2.0,2.0,92.0,71.0,38.0,13.0,12.0,8.0,12.0
Hamburg,Clay,A,106426,R,185.0,CHI,27.1,106198,R,180.0,BOL,30.1,3,R32,130.0,3.0,2.0,83.0,56.0,39.0,16.0,14.0,1.0,3.0,2.0,3.0,82.0,53.0,33.0,13.0,14.0,3.0,9.0
Hamburg,Clay,A,209950,R,185.0,FRA,19.1,123755,R,191.0,COL,27.0,3,R32,105.0,4.0,3.0,72.0,48.0,37.0,13.0,12.0,4.0,5.0,7.0,0.0,80.0,54.0,33.0,16.0,12.0,7.0,10.0
Hamburg,Clay,A,105583,R,180.0,SRB,33.0,200175,R,183.0,SRB,23.8,3,R32,119.0,2.0,1.0,85.0,59.0,43.0,16.0,14.0,5.0,6.0,1.0,1.0,96.0,58.0,41.0,18.0,14.0,2.0,4.0
Hamburg,Clay,A,100644,R,198.0,GER,26.2,144684,L,178.0,SVK,25.6,3,R32,61.0,3.0,0.0,44.0,36.0,26.0,6.0,8.0,0.0,0.0,2.0,1.0,42.0,28.0,15.0,5.0,7.0,3.0,7.0
Hamburg,Clay,A,109739,L,191.0,GER,28.1,200484,R,185.0,GER,22.7,3,R32,80.0,16.0,2.0,65.0,45.0,34.0,10.0,10.0,1.0,2.0,5.0,0.0,70.0,50.0,32.0,6.0,10.0,5.0,8.0
Hamburg,Clay,A,209414,R,187.36942675159236,FRA,19.2,124186,R,183.0,FRA,26.4,3,R32,133.0,6.0,3.0,69.0,37.0,24.0,15.0,11.0,2.0,7.0,8.0,3.0,98.0,62.0,31.0,14.0,11.0,14.0,20.0
Hamburg,Clay,A,200221,R,183.0,ESP,24.1,106398,R,185.0,ARG,28.2,3,R32,115.0,2.0,1.0,82.0,50.0,39.0,18.0,14.0,5.0,7.0,9.0,2.0,80.0,49.0,38.0,14.0,14.0,1.0,4.0
Hamburg,Clay,A,111513,R,188.0,SRB,28.1,144869,R,196.0,ARG,24.0,3,R32,106.0,2.0,2.0,64.0,36.0,27.0,19.0,11.0,1.0,2.0,4.0,2.0,66.0,35.0,25.0,17.0,10.0,4.0,6.0
Hamburg,Clay,A,105550,L,185.0,ARG,33.1,106329,L,183.0,BRA,29.1,3,R32,146.0,8.0,2.0,97.0,64.0,52.0,15.0,15.0,9.0,10.0,6.0,5.0,80.0,51.0,41.0,14.0,14.0,4.0,6.0
Hamburg,Clay,A,106075,R,183.0,SVK,30.7,205734,R,185.0,BRA,23.3,3,R32,111.0,3.0,2.0,85.0,62.0,46.0,13.0,11.0,2.0,3.0,2.0,0.0,65.0,44.0,30.0,14.0,11.0,2.0,4.0
Hamburg,Clay,A,207518,R,185.0,ITA,21.3,111200,R,183.0,SWE,27.2,3,R32,74.0,4.0,1.0,47.0,34.0,26.0,5.0,8.0,1.0,2.0,1.0,3.0,49.0,30.0,16.0,6.0,9.0,1.0,6.0
Hamburg,Clay,A,105870,R,193.0,GER,31.6,202103,R,185.0,ARG,24.9,3,R32,107.0,1.0,3.0,70.0,49.0,34.0,11.0,12.0,3.0,6.0,0.0,3.0,79.0,51.0,27.0,13.0,12.0,3.0,8.0
Hamburg,Clay,A,111190,R,193.0,CHN,26.7,123828,R,186.5462915601023,GBR,27.1,3,R32,113.0,4.0,2.0,71.0,40.0,28.0,19.0,11.0,4.0,5.0,4.0,3.0,95.0,74.0,49.0,6.0,11.0,13.0,16.0
Hamburg,Clay,A,127157,R,191.0,GER,24.8,104755,R,185.0,FRA,37.0,3,R32,114.0,6.0,2.0,60.0,31.0,22.0,14.0,11.0,2.0,6.0,2.0,2.0,84.0,44.0,25.0,15.0,11.0,10.0,16.0
Hamburg,Clay,A,126094,R,188.0,RUS,25.7,126523,R,185.0,ESP,26.5,3,R32,172.0,5.0,2.0,116.0,80.0,53.0,20.0,15.0,9.0,12.0,2.0,6.0,126.0,88.0,61.0,11.0,16.0,12.0,17.0
Umag,Clay,A,200615,R,196.0,AUS,23.9,104527,R,183.0,SUI,38.3,3,F,156.0,4.0,3.0,99.0,59.0,45.0,24.0,16.0,2.0,4.0,4.0,2.0,90.0,54.0,39.0,19.0,15.0,5.0,9.0
Umag,Clay,A,200615,R,196.0,AUS,23.9,208286,R,183.0,ITA,22.4,3,SF,196.0,6.0,6.0,107.0,57.0,46.0,26.0,17.0,1.0,3.0,11.0,4.0,122.0,75.0,48.0,25.0,16.0,15.0,19.0
Umag,Clay,A,104527,R,183.0,SUI,38.3,132283,R,191.0,ITA,28.2,3,SF,86.0,5.0,0.0,56.0,32.0,27.0,16.0,10.0,1.0,1.0,3.0,2.0,48.0,35.0,25.0,8.0,9.0,1.0,3.0
Umag,Clay,A,208286,R,183.0,ITA,22.4,208103,R,185.0,CZE,21.7,3,QF,124.0,8.0,2.0,81.0,40.0,30.0,26.0,14.0,2.0,4.0,2.0,2.0,77.0,54.0,40.0,9.0,13.0,6.0,9.0
Umag,Clay,A,200615,R,196.0,AUS,23.9,209976,U,186.5462915601023,CRO,17.9,3,QF,144.0,3.0,1.0,79.0,47.0,35.0,17.0,12.0,2.0,4.0,2.0,10.0,83.0,45.0,34.0,16.0,12.0,7.0,10.0
Umag,Clay,A,104527,R,183.0,SUI,38.3,106148,R,183.0,ESP,30.3,3,QF,104.0,3.0,1.0,56.0,30.0,24.0,18.0,11.0,0.0,1.0,0.0,1.0,69.0,52.0,40.0,4.0,11.0,1.0,4.0
Umag,Clay,A,132283,R,191.0,ITA,28.2,144719,R,183.0,ESP,26.2,3,QF,125.0,3.0,2.0,76.0,53.0,37.0,10.0,12.0,7.0,9.0,2.0,4.0,62.0,37.0,22.0,11.0,12.0,1.0,6.0
Umag,Clay,A,208103,R,185.0,CZE,21.7,106233,R,185.0,AUT,29.8,3,R16,100.0,3.0,2.0,63.0,38.0,31.0,14.0,11.0,2.0,3.0,4.0,4.0,60.0,32.0,21.0,13.0,10.0,3.0,6.0
Umag,Clay,A,208286,R,183.0,ITA,22.4,207925,R,186.5462915601023,ITA,21.2,3,R16,110.0,3.0,3.0,85.0,45.0,30.0,24.0,11.0,7.0,8.0,2.0,1.0,58.0,31.0,24.0,15.0,10.0,0.0,2.0
Umag,Clay,A,200615,R,196.0,AUS,23.9,124116,R,191.0,AUT,27.1,3,R16,66.0,3.0,0.0,45.0,28.0,23.0,11.0,8.0,1.0,1.0,1.0,7.0,54.0,29.0,17.0,11.0,9.0,1.0,5.0
Umag,Clay,A,209976,U,187.36942675159236,CRO,17.9,200436,R,180.0,HUN,23.7,3,R16,81.0,1.0,4.0,49.0,30.0,25.0,12.0,9.0,1.0,1.0,1.0,0.0,58.0,37.0,20.0,10.0,8.0,7.0,10.0
Umag,Clay,A,104527,R,183.0,SUI,38.3,105948,R,180.0,ARG,31.3,3,R16,87.0,2.0,1.0,54.0,26.0,20.0,17.0,10.0,2.0,4.0,1.0,2.0,57.0,36.0,16.0,12.0,9.0,5.0,10.0
Umag,Clay,A,106148,R,183.0,ESP,30.3,106121,R,191.0,JPN,30.4,3,R16,102.0,0.0,6.0,72.0,50.0,32.0,10.0,8.0,3.0,4.0,0.0,2.0,46.0,23.0,10.0,10.0,8.0,2.0,7.0
Umag,Clay,A,144719,R,183.0,ESP,26.2,206681,R,191.0,HUN,23.7,3,R16,91.0,3.0,0.0,56.0,38.0,32.0,8.0,9.0,1.0,1.0,0.0,0.0,68.0,47.0,28.0,12.0,10.0,4.0,7.0
Umag,Clay,A,132283,R,191.0,ITA,28.2,106065,R,185.0,ITA,30.8,3,R16,95.0,0.0,0.0,54.0,40.0,32.0,8.0,9.0,1.0,2.0,0.0,2.0,72.0,50.0,30.0,11.0,10.0,5.0,9.0
Umag,Clay,A,106233,R,185.0,AUT,29.8,105487,L,183.0,ARG,33.4,3,R32,122.0,3.0,5.0,78.0,45.0,38.0,15.0,11.0,6.0,6.0,4.0,1.0,65.0,42.0,31.0,12.0,11.0,5.0,7.0
Umag,Clay,A,207925,R,187.36942675159236,ITA,21.2,105227,R,198.0,CRO,34.8,3,R32,111.0,3.0,0.0,55.0,31.0,23.0,17.0,9.0,3.0,3.0,3.0,3.0,72.0,43.0,26.0,13.0,10.0,5.0,8.0
Umag,Clay,A,208286,R,183.0,ITA,22.4,207411,R,186.5462915601023,NED,23.1,3,R32,92.0,1.0,3.0,57.0,26.0,20.0,17.0,9.0,3.0,4.0,2.0,3.0,58.0,32.0,20.0,9.0,8.0,3.0,7.0
Umag,Clay,A,200615,R,196.0,AUS,23.9,126127,R,185.0,FRA,27.1,3,R32,115.0,8.0,7.0,76.0,40.0,31.0,18.0,11.0,4.0,5.0,3.0,3.0,72.0,41.0,26.0,18.0,11.0,9.0,12.0
Umag,Clay,A,209976,U,187.36942675159236,CRO,17.9,207213,R,185.0,CRO,22.4,3,R32,77.0,1.0,0.0,47.0,24.0,19.0,15.0,8.0,1.0,1.0,4.0,3.0,42.0,20.0,13.0,9.0,7.0,1.0,5.0
